Date,Month_Num,Weekday,AI_Platform,AI_Model_Version,Active_Users,New_Users,Churned_Users,Daily_Churn_Rate,Retention_Rate,User_ID,Query_Type,Input_Text,Input_Text_Length,Response_Tokens,Topic_Category,User_Rating,User_Experience_Score,Session_Duration_sec,Device_Type,Language,Response_Accuracy,Response_Speed_sec,Response_Time_Category,Correction_Needed,User_Return_Frequency,Customer_Support_Interactions,Region
2023-07-07,1,Sunday,DeepSeek,v3.0,8889,336,394,0.0876,0.5763,390cbd4f-4780-4ca1-a2ba-9cd8bee57b88,Transactional,Sample user input text 8624,213,604,Finance,2,1.27,696,Mobile,Spanish,0.7142,2.584,Medium,No,Weekly,0,South America
2023-04-17,5,Wednesday,Grok AI,v3.0,4953,432,282,0.0367,0.7166,57fd9086-31e7-4bb7-b83c-8c942318a011,Navigational,Sample user input text 8625,217,422,Technology,3,2.78,383,Desktop,English,0.8631,0.469,Fast,No,Daily,1,North America
2022-04-08,4,Monday,Grok AI,v2.0,7335,562,238,0.0317,0.9314,b3a36113-b401-444c-9d1e-d85cfc4b3a19,Informational,Sample user input text 8626,450,684,Technology,2,2.83,417,Mobile,German,0.99,3.3905,Slow,No,Weekly,5,Asia
2021-02-23,5,Thursday,Grok AI,v1.0,9774,689,365,0.094,0.7352,a7fa0c7a-2886-40d4-baeb-52aaae34a0d2,Navigational,Sample user input text 8627,435,517,Technology,4,4.4,74,Desktop,German,0.9397,4.765,Slow,No,Weekly,2,Asia
2023-03-13,10,Thursday,Grok AI,v4.0,9183,307,367,0.0432,0.9677,608506f0-1d3f-492a-94e2-d61797c6a45b,Informational,Sample user input text 8628,232,652,Health,5,3.33,1257,Mobile,French,0.9704,1.3446,Fast,Yes,Monthly,1,North America
2022-02-19,12,Friday,DeepSeek,v1.0,1121,248,143,0.0922,0.7845,554297a2-7a68-4249-9abd-a7130517c08e,Informational,Sample user input text 8629,361,966,Technology,4,1.17,1299,Tablet,Spanish,0.9783,0.647,Slow,Yes,Monthly,0,North America
2022-06-05,1,Wednesday,ChatGPT,v3.0,5959,687,387,0.0826,0.827,ea420dcf-a9c5-4309-8060-a4432bfb4004,Informational,Sample user input text 8630,278,171,Education,2,1.55,1522,Mobile,Chinese,0.9597,2.7287,Fast,No,Daily,1,Europe
2023-12-28,3,Tuesday,Grok AI,v1.0,3021,169,144,0.0409,0.6834,bd729c05-e411-4cbf-97e0-9b996383880e,Informational,Sample user input text 8631,186,643,Health,1,2.07,55,Tablet,English,0.9029,1.4831,Fast,Yes,Weekly,5,Asia
2022-05-14,12,Monday,DeepSeek,v3.0,7084,538,256,0.0305,0.612,4e00f1f5-c8f5-4691-9822-9c56d76eb19b,Informational,Sample user input text 8632,465,424,Education,4,3.68,1768,Tablet,French,0.8506,0.8427,Medium,Yes,Monthly,0,Europe
2023-09-26,11,Sunday,DeepSeek,v1.0,6675,804,440,0.0584,0.6975,f3173549-2102-4c16-b1ec-4475ef31c1a3,Informational,Sample user input text 8633,173,354,Health,1,3.93,304,Desktop,Chinese,0.8678,3.9939,Fast,Yes,Weekly,4,Europe
2021-07-14,12,Saturday,ChatGPT,v1.0,7037,997,254,0.0634,0.5728,8629c60c-732f-4b07-8545-328e2f5c7013,Navigational,Sample user input text 8634,465,894,Technology,5,2.03,421,Tablet,English,0.872,3.6237,Medium,No,Daily,5,North America
2020-12-11,9,Saturday,ChatGPT,v3.0,2714,842,329,0.0597,0.5261,a3802393-351a-435f-a6a7-52f4b042bd1b,Transactional,Sample user input text 8635,454,827,Technology,3,3.9,1091,Mobile,English,0.8562,0.5232,Fast,No,Monthly,3,Asia
2022-11-19,8,Monday,ChatGPT,v1.0,6209,685,329,0.0421,0.8566,6440ee34-c1e4-4032-a811-17dbca7697bf,Navigational,Sample user input text 8636,280,928,Health,1,3.12,157,Mobile,German,0.8524,4.6323,Fast,No,Weekly,4,South America
2020-08-25,5,Saturday,DeepSeek,v3.0,4839,518,412,0.0692,0.7534,dcd6cb4b-e0c0-4c3e-84a2-de992c3d53ff,Informational,Sample user input text 8637,303,706,Technology,2,2.08,1249,Tablet,Chinese,0.7831,4.9875,Fast,No,Daily,2,Europe
2020-02-11,12,Sunday,ChatGPT,v2.0,1841,451,105,0.0863,0.865,9cae81dc-e59f-4df5-94c7-6ff4e2c4fa0b,Navigational,Sample user input text 8638,141,269,Education,1,1.44,328,Desktop,French,0.9179,2.2968,Medium,Yes,Monthly,4,South America
2023-07-15,12,Monday,DeepSeek,v2.0,6028,506,344,0.0832,0.7469,4e05786b-847e-4223-a330-2b343e9bff0c,Navigational,Sample user input text 8639,222,809,Health,4,3.72,1577,Mobile,German,0.9711,3.8691,Fast,Yes,Monthly,5,North America
2023-08-27,1,Wednesday,ChatGPT,v4.0,4283,975,169,0.0261,0.938,5c0b2b19-d19a-4e91-8c28-95df157afe53,Transactional,Sample user input text 8640,182,19,Education,5,1.29,1667,Desktop,Spanish,0.8811,1.8645,Slow,No,Monthly,0,South America
2020-10-05,2,Monday,Grok AI,v2.0,4340,444,145,0.0447,0.7673,5644035b-b540-49af-bd03-c5af1cd45061,Informational,Sample user input text 8641,444,784,Technology,4,3.2,745,Mobile,Spanish,0.9674,1.0038,Fast,Yes,Monthly,2,South America
2021-09-23,11,Friday,ChatGPT,v1.0,6887,555,389,0.0748,0.9302,ef1f0a76-3927-49f9-80ba-ea6ebbd47bd2,Transactional,Sample user input text 8642,83,408,Health,2,3.88,919,Mobile,German,0.7044,2.2153,Fast,No,Monthly,1,Asia
2023-08-07,11,Tuesday,ChatGPT,v2.0,8440,803,232,0.0852,0.6288,a3f8fb7c-8a7a-44a7-a7a0-d4c9ac3739c6,Transactional,Sample user input text 8643,72,734,Health,1,3.43,1063,Mobile,Chinese,0.713,3.7578,Medium,No,Daily,2,North America
2021-06-05,10,Tuesday,ChatGPT,v2.0,6573,639,253,0.097,0.7346,0902cb47-0e52-4019-8ca6-89249bc3ad7d,Navigational,Sample user input text 8644,378,72,Education,2,3.24,1685,Desktop,Spanish,0.7046,1.3152,Slow,No,Daily,1,North America
2020-07-01,3,Friday,DeepSeek,v2.0,1211,641,350,0.0396,0.5403,dbd6c6f4-4987-4c8f-bf04-c18a814a9622,Transactional,Sample user input text 8645,423,307,Finance,3,1.22,1303,Tablet,German,0.8905,3.7297,Slow,Yes,Weekly,5,Asia
2022-01-18,2,Wednesday,DeepSeek,v2.0,3861,387,478,0.0959,0.8808,9ff6c27c-2b1f-4f9b-9b4f-c1cc75d34b0a,Informational,Sample user input text 8646,474,719,Technology,2,3.47,605,Tablet,English,0.9857,4.8861,Medium,Yes,Monthly,0,Europe
2023-03-23,1,Monday,Grok AI,v2.0,4758,835,211,0.023,0.9557,35df1a95-007a-445b-8e0a-4e2c201d1e9c,Informational,Sample user input text 8647,367,119,Health,3,1.66,480,Desktop,Spanish,0.8177,3.4089,Slow,No,Daily,5,Asia
2020-11-18,11,Monday,Grok AI,v4.0,2953,900,283,0.09,0.8681,34fccac5-e1bc-4ce7-829f-be0fdfdbb986,Informational,Sample user input text 8648,463,410,Finance,3,2.68,29,Desktop,Spanish,0.8226,0.795,Fast,Yes,Weekly,2,Asia
2022-11-01,8,Sunday,DeepSeek,v1.0,5352,584,73,0.0471,0.8463,d11582f4-6877-4f77-9229-a8fdd60a1d56,Transactional,Sample user input text 8649,35,198,Technology,1,1.84,554,Tablet,French,0.8588,4.0463,Fast,No,Daily,5,North America
2021-04-07,5,Wednesday,Grok AI,v1.0,3182,913,136,0.0999,0.7275,e7d77163-820d-4804-88b6-6b0cdf8b3b4d,Navigational,Sample user input text 8650,220,876,Education,1,4.3,750,Tablet,English,0.7448,4.9716,Fast,Yes,Weekly,1,Europe
2020-10-24,6,Tuesday,DeepSeek,v3.0,9897,599,73,0.0529,0.5293,6138b9cc-fcd8-454c-9196-b9badede01bb,Informational,Sample user input text 8651,355,200,Education,1,2.96,1500,Mobile,Spanish,0.8411,4.9968,Fast,Yes,Daily,5,North America
2022-08-24,9,Tuesday,Grok AI,v1.0,5379,450,429,0.0939,0.8378,5ba57dff-4bf4-4b2e-9392-d24de0a8aa5c,Transactional,Sample user input text 8652,220,767,Health,2,2.12,723,Mobile,French,0.9691,1.0237,Medium,Yes,Monthly,0,North America
2023-10-06,6,Saturday,DeepSeek,v3.0,8959,525,66,0.0658,0.6079,f8a062de-9f0c-443f-9ffd-172d1db92d16,Informational,Sample user input text 8653,250,376,Technology,4,3.03,1200,Desktop,Chinese,0.9536,0.9163,Medium,No,Daily,5,North America
2022-04-25,10,Tuesday,DeepSeek,v2.0,8252,631,203,0.0157,0.9404,2b2edfbb-0f42-4184-b9fe-669fa10484e9,Navigational,Sample user input text 8654,208,800,Technology,3,4.7,36,Tablet,English,0.8734,0.36,Fast,No,Daily,0,South America
2021-07-02,9,Monday,DeepSeek,v3.0,4967,932,222,0.0851,0.5269,7f5bb6e0-5b94-4820-a6fd-e387e2562932,Navigational,Sample user input text 8655,225,134,Health,2,1.83,1114,Tablet,Chinese,0.7641,0.206,Fast,No,Weekly,4,Asia
2022-12-21,7,Tuesday,ChatGPT,v4.0,5651,438,146,0.0839,0.899,53ae89e7-fc64-41e0-b1ba-3152cf44493f,Informational,Sample user input text 8656,170,982,Technology,2,1.6,1595,Mobile,French,0.9823,4.8541,Slow,Yes,Daily,4,Asia
2023-03-07,2,Monday,Grok AI,v3.0,2776,929,110,0.0247,0.7029,3637c6c0-41b6-4786-a198-fb1f2f097a18,Informational,Sample user input text 8657,61,595,Technology,1,4.27,858,Desktop,French,0.7607,1.086,Medium,Yes,Daily,2,Europe
2020-04-18,11,Friday,Grok AI,v3.0,6871,887,73,0.0764,0.805,2d9a0a43-6dc3-41f5-bb3c-1ef6131d8a55,Informational,Sample user input text 8658,24,596,Education,4,1.07,547,Mobile,German,0.7082,1.5914,Medium,Yes,Daily,4,South America
2021-01-28,5,Wednesday,ChatGPT,v1.0,5119,581,430,0.0437,0.6076,86883f73-6007-4b09-bf97-23fd918308fe,Informational,Sample user input text 8659,435,73,Technology,3,3.73,689,Mobile,Spanish,0.8656,0.9657,Fast,Yes,Daily,2,North America
2023-01-31,5,Thursday,DeepSeek,v3.0,9120,786,251,0.0415,0.7714,f2873f48-c055-4206-b695-916454cb3926,Navigational,Sample user input text 8660,434,936,Health,3,1.77,1493,Tablet,French,0.831,4.401,Medium,No,Weekly,0,Asia
2021-04-07,3,Monday,ChatGPT,v1.0,9223,284,396,0.0732,0.6509,5f70c2d5-ac25-49e7-ba97-ae78dc06b0c3,Navigational,Sample user input text 8661,237,597,Technology,4,4.99,79,Tablet,English,0.8216,1.6414,Slow,Yes,Monthly,2,South America
2021-05-10,4,Thursday,ChatGPT,v2.0,5156,831,123,0.0856,0.7418,935c247f-9b64-4bc8-8c51-2b194544f3a2,Transactional,Sample user input text 8662,258,135,Finance,2,4.36,1165,Desktop,English,0.7683,3.2016,Medium,Yes,Daily,2,Asia
2022-05-17,1,Tuesday,ChatGPT,v3.0,9554,668,362,0.0227,0.8087,8e69e1f6-a3f3-4e30-8dd6-04c97192fb65,Informational,Sample user input text 8663,381,923,Finance,2,4.02,873,Mobile,French,0.8551,3.9882,Slow,Yes,Daily,2,South America
2023-06-02,10,Monday,Grok AI,v2.0,6624,134,393,0.059,0.6843,720a5e02-024d-4e0b-b8fb-302e052f0210,Transactional,Sample user input text 8664,53,531,Health,4,2.61,1473,Tablet,Chinese,0.8975,0.7397,Slow,No,Weekly,4,North America
2022-08-06,5,Friday,ChatGPT,v4.0,4255,124,206,0.0217,0.7262,42b4461e-05a1-4bff-bd0e-09438fcc1bbb,Navigational,Sample user input text 8665,103,900,Finance,5,3.6,1002,Mobile,Chinese,0.8763,1.403,Medium,No,Monthly,4,South America
2020-03-12,6,Tuesday,ChatGPT,v4.0,9098,995,68,0.0458,0.5776,5c368968-3a3c-438f-b220-e2df79ded240,Informational,Sample user input text 8666,278,305,Technology,3,3.59,1240,Tablet,English,0.9701,2.1236,Medium,No,Monthly,3,South America
2020-11-26,7,Monday,ChatGPT,v4.0,5886,875,498,0.0842,0.9547,9ea66168-ba5c-4306-8010-2649bc3bf8ac,Informational,Sample user input text 8667,417,252,Health,4,3.38,683,Tablet,English,0.8349,1.6355,Medium,Yes,Weekly,3,Europe
2022-05-02,10,Sunday,ChatGPT,v2.0,3169,734,177,0.0989,0.7376,01fd15dc-6664-4dfb-ab35-a5e216470fd6,Transactional,Sample user input text 8668,466,403,Education,4,3.61,1734,Mobile,English,0.8443,4.8264,Medium,No,Weekly,1,South America
2020-08-15,5,Wednesday,Grok AI,v3.0,3109,860,342,0.0671,0.6171,00590437-66c6-4d3d-acd3-26fd8bc08c2c,Informational,Sample user input text 8669,351,267,Technology,5,1.75,1293,Desktop,German,0.9835,3.46,Slow,No,Weekly,3,Europe
2023-11-29,4,Thursday,ChatGPT,v4.0,6474,563,155,0.0535,0.5696,78a4cc63-d6c0-4a2d-ba7d-6dda7cb4cfed,Transactional,Sample user input text 8670,319,658,Technology,3,1.66,1616,Mobile,German,0.7287,1.2147,Slow,Yes,Weekly,5,South America
2021-07-09,7,Sunday,ChatGPT,v1.0,7653,768,197,0.0501,0.8385,a83378fa-dd81-4e1c-8916-a3c109532668,Navigational,Sample user input text 8671,313,962,Finance,4,1.67,38,Mobile,Chinese,0.8396,2.9401,Medium,Yes,Daily,5,South America
2020-12-24,6,Friday,DeepSeek,v4.0,6999,568,343,0.0905,0.6386,5fd1b98f-2ae7-4bc7-a8bb-fa575dbb4825,Navigational,Sample user input text 8672,458,56,Education,2,2.83,1233,Tablet,Spanish,0.9998,3.6159,Fast,No,Daily,3,South America
2020-09-17,3,Wednesday,Grok AI,v2.0,5250,244,145,0.0372,0.5463,d9781c55-cea7-49cc-9040-886ea90e97bb,Transactional,Sample user input text 8673,400,755,Finance,4,3.97,919,Mobile,French,0.9452,1.495,Medium,Yes,Weekly,2,Europe
2023-11-22,10,Sunday,Grok AI,v1.0,9463,226,184,0.0332,0.8012,d557390e-864b-4a22-98cd-068ebbe1a63d,Informational,Sample user input text 8674,270,719,Finance,2,2.4,169,Tablet,German,0.8869,3.3019,Fast,Yes,Daily,2,North America
2022-08-07,12,Thursday,ChatGPT,v1.0,4484,696,220,0.0649,0.9501,8ce644f7-5298-4100-9fbb-16cce10cf999,Transactional,Sample user input text 8675,239,76,Health,3,2.4,979,Desktop,Spanish,0.8515,2.1676,Medium,No,Weekly,2,Asia
2023-08-01,1,Friday,Grok AI,v1.0,7716,549,99,0.0983,0.8212,ff0dcfb3-44b2-41b0-a4cc-c305e9a061ff,Navigational,Sample user input text 8676,68,186,Education,1,2.02,1096,Mobile,German,0.8744,1.1947,Slow,Yes,Monthly,0,Asia
2020-02-13,5,Sunday,ChatGPT,v3.0,7539,164,105,0.0128,0.5344,ccdb0aac-7bc8-4a44-b3a0-66afed85356e,Transactional,Sample user input text 8677,477,961,Education,1,3.81,1287,Mobile,Chinese,0.8243,4.58,Slow,Yes,Daily,3,South America
2022-06-14,9,Saturday,DeepSeek,v1.0,1699,630,491,0.0635,0.5726,bd46616b-cdec-41ee-af74-8c1e24ba9dbe,Transactional,Sample user input text 8678,465,310,Technology,4,2.54,381,Mobile,Chinese,0.8821,4.2811,Medium,Yes,Monthly,5,Asia
2021-03-23,4,Saturday,ChatGPT,v3.0,6795,980,258,0.0526,0.8895,0e9bac27-bbc3-4b82-b0ee-d5be899313b0,Informational,Sample user input text 8679,129,894,Education,4,2.67,727,Desktop,German,0.8995,2.6695,Slow,Yes,Weekly,4,North America
2023-05-11,1,Tuesday,DeepSeek,v1.0,6742,486,377,0.0718,0.8619,d51cf652-c87e-4e54-bd83-56bf186aa873,Transactional,Sample user input text 8680,354,775,Finance,3,4.51,1788,Mobile,Spanish,0.7979,2.6365,Medium,No,Monthly,0,Asia
2022-08-06,12,Friday,DeepSeek,v2.0,1571,836,90,0.042,0.891,13a4db85-8cbf-41ed-9c5b-03a0e3f8fa40,Informational,Sample user input text 8681,220,163,Health,2,2.44,708,Desktop,German,0.9728,0.1653,Fast,Yes,Daily,2,North America
2022-11-13,5,Sunday,Grok AI,v3.0,2230,573,155,0.0916,0.8785,2800b5a1-1d17-4143-a4cf-e4e5874d3d49,Informational,Sample user input text 8682,125,683,Education,1,3.67,557,Desktop,Spanish,0.9014,4.8948,Fast,No,Daily,5,South America
2021-10-24,6,Saturday,DeepSeek,v3.0,9636,491,361,0.089,0.6076,80713e96-f377-458f-83cc-5806c42d42e5,Navigational,Sample user input text 8683,171,391,Health,3,1.9,311,Mobile,Chinese,0.7239,4.7946,Fast,Yes,Daily,0,Europe
2023-07-03,11,Sunday,ChatGPT,v4.0,7628,602,102,0.0211,0.9438,8839fd46-663b-4155-9cc6-421d7b171503,Navigational,Sample user input text 8684,58,75,Finance,2,1.29,1184,Desktop,Chinese,0.7404,4.6939,Fast,No,Weekly,0,Asia
2020-11-01,10,Saturday,Grok AI,v4.0,9795,814,141,0.0687,0.8783,4c6a0a20-f753-43da-8798-27f59124f5d1,Navigational,Sample user input text 8685,295,823,Health,3,4.92,110,Tablet,French,0.9405,4.8442,Slow,No,Daily,4,Asia
2020-01-09,8,Thursday,DeepSeek,v1.0,2484,472,166,0.0274,0.8304,fd67eb7a-a7e3-4dde-aae8-0e0fbb0e576a,Transactional,Sample user input text 8686,413,157,Technology,1,4.59,867,Desktop,Spanish,0.9648,0.6009,Medium,Yes,Daily,3,Europe
2023-09-10,10,Sunday,ChatGPT,v4.0,2899,726,253,0.0403,0.7425,70c9a7d4-273a-4ca2-8f09-2b15dcbd7a1a,Informational,Sample user input text 8687,100,436,Education,1,1.36,963,Mobile,Spanish,0.89,2.5108,Slow,No,Monthly,3,Europe
2021-07-05,4,Tuesday,Grok AI,v1.0,8146,269,269,0.0814,0.7804,95606e2b-553d-4e53-a8a0-a54f005e44b7,Navigational,Sample user input text 8688,477,691,Education,1,4.81,1505,Mobile,German,0.9087,1.7381,Medium,No,Monthly,3,Asia
2021-07-01,7,Saturday,Grok AI,v3.0,5003,287,226,0.0112,0.8753,e78541bc-051f-4753-92d9-ecce9ba0818c,Informational,Sample user input text 8689,271,795,Health,5,2.06,1158,Tablet,Chinese,0.8854,2.9035,Fast,No,Monthly,2,North America
2022-07-08,2,Wednesday,Grok AI,v2.0,2769,399,363,0.0129,0.5473,87c229fa-5e34-4513-bf3d-211fd3bf6dc2,Informational,Sample user input text 8690,250,244,Technology,4,4.87,1006,Desktop,French,0.9577,3.873,Slow,No,Weekly,5,Europe
2022-08-06,5,Thursday,DeepSeek,v1.0,3520,308,250,0.0743,0.6114,7d24c097-b12f-48d7-b9f7-2b8b14c16085,Transactional,Sample user input text 8691,195,210,Health,5,4.53,796,Tablet,French,0.9884,2.2747,Medium,Yes,Daily,1,Europe
2023-09-29,6,Monday,Grok AI,v3.0,4693,518,157,0.0748,0.9369,a9523d94-f3ca-45ee-a112-1e7257063251,Transactional,Sample user input text 8692,253,570,Health,1,1.62,177,Mobile,Chinese,0.8806,0.696,Medium,No,Monthly,1,South America
2022-05-13,7,Tuesday,ChatGPT,v2.0,5748,881,118,0.0514,0.6473,53db8d28-1afc-4c0d-b049-92714792fc0a,Informational,Sample user input text 8693,31,113,Education,4,4.7,1731,Tablet,Spanish,0.7859,2.6542,Medium,Yes,Daily,4,North America
2020-03-28,4,Monday,DeepSeek,v2.0,9621,871,496,0.0197,0.6021,aadffe19-4ab3-4160-91bb-b4dfc1804578,Informational,Sample user input text 8694,489,460,Technology,2,2.76,1248,Tablet,French,0.7693,1.4499,Fast,No,Daily,4,Asia
2023-04-06,7,Monday,DeepSeek,v2.0,1552,113,497,0.0151,0.6326,3de816c9-703a-4fd0-9d4d-4a15f80c445a,Transactional,Sample user input text 8695,379,313,Health,5,2.91,1007,Desktop,Chinese,0.9036,2.3651,Fast,Yes,Weekly,2,Asia
2021-02-23,7,Saturday,Grok AI,v3.0,4216,245,105,0.0261,0.7796,75f36c6e-a007-41ee-abe4-ca7578419c64,Navigational,Sample user input text 8696,396,44,Technology,5,1.22,821,Desktop,German,0.796,4.8376,Medium,No,Daily,5,South America
2020-05-28,8,Wednesday,DeepSeek,v2.0,4830,936,421,0.0514,0.8224,6cd17818-3dca-42f0-bb7e-b94aa2a51fab,Navigational,Sample user input text 8697,357,179,Education,2,2.39,1558,Tablet,German,0.9824,2.4443,Medium,Yes,Monthly,4,South America
2022-07-23,3,Monday,ChatGPT,v4.0,3946,968,471,0.0983,0.5619,ab593701-d3e0-4618-ad89-df94af2ea690,Informational,Sample user input text 8698,98,23,Finance,2,2.87,358,Mobile,French,0.9017,4.2275,Fast,No,Weekly,3,South America
2023-05-26,12,Friday,Grok AI,v2.0,5515,653,197,0.0746,0.512,dab6fc45-b26b-4bf2-a38f-ff4486860b20,Navigational,Sample user input text 8699,158,943,Health,2,1.28,636,Tablet,Spanish,0.9888,4.3784,Fast,Yes,Daily,2,North America
2023-08-24,3,Saturday,ChatGPT,v2.0,7465,413,109,0.027,0.7086,67993132-7bcb-4545-94be-5c6201f3f8e7,Informational,Sample user input text 8700,413,697,Health,1,1.88,1181,Tablet,French,0.8591,0.7228,Fast,No,Weekly,2,South America
2020-11-09,9,Friday,Grok AI,v3.0,9080,747,272,0.024,0.8223,d9f7da38-ffb4-478e-be83-4ce173af15dd,Navigational,Sample user input text 8701,407,938,Technology,4,1.93,789,Desktop,Spanish,0.7017,2.6883,Slow,No,Daily,5,North America
2022-10-28,11,Wednesday,ChatGPT,v4.0,3122,859,268,0.0352,0.586,2afd7251-54b3-4b35-aab2-c6df3abdf472,Informational,Sample user input text 8702,184,751,Education,4,1.16,702,Desktop,French,0.7815,2.7595,Slow,No,Weekly,5,North America
2022-04-30,11,Thursday,Grok AI,v2.0,3501,924,440,0.0865,0.8545,56b49610-ff2f-47ce-b8c7-320149b77534,Informational,Sample user input text 8703,426,249,Health,2,3.9,1729,Desktop,German,0.9766,4.0499,Slow,Yes,Monthly,5,North America
2020-10-16,10,Friday,DeepSeek,v3.0,6541,354,264,0.0728,0.9753,8a7c66c4-3b21-489a-8133-7020eee13d26,Transactional,Sample user input text 8704,319,699,Health,2,3.86,1699,Desktop,Chinese,0.7599,4.5715,Medium,Yes,Weekly,3,South America
2020-11-02,12,Friday,DeepSeek,v4.0,5476,788,453,0.0859,0.98,9828c9d9-93ac-443d-8f96-ee83fd2a8db1,Transactional,Sample user input text 8705,125,545,Education,5,4.87,1600,Mobile,English,0.9297,2.8414,Medium,Yes,Daily,3,North America
2021-08-04,12,Tuesday,ChatGPT,v3.0,5846,496,63,0.0799,0.9466,70169767-3446-43ac-9cea-75ea95cdbdd7,Navigational,Sample user input text 8706,20,626,Education,3,2.34,1760,Mobile,German,0.9413,4.2875,Medium,Yes,Weekly,0,South America
2020-09-28,6,Sunday,DeepSeek,v2.0,9065,752,498,0.046,0.5114,2947a72b-adfa-4afe-875b-454d9fc960e2,Navigational,Sample user input text 8707,157,508,Education,5,1.53,1253,Mobile,German,0.9913,2.9307,Fast,Yes,Daily,0,South America
2022-01-28,6,Thursday,DeepSeek,v4.0,1124,358,129,0.0244,0.7837,1900ebc3-b14f-4fba-b4f3-a4d855bf7619,Navigational,Sample user input text 8708,117,251,Technology,5,4.6,396,Tablet,Chinese,0.8115,0.3591,Medium,Yes,Daily,0,Asia
2021-06-25,1,Tuesday,ChatGPT,v3.0,4791,904,265,0.0207,0.8734,5f635bab-9994-4bec-8af3-71713008ca40,Informational,Sample user input text 8709,325,670,Health,1,3.62,774,Tablet,German,0.7573,3.1705,Medium,No,Daily,1,South America
2022-02-22,11,Wednesday,ChatGPT,v4.0,2960,737,174,0.0351,0.8392,b7c72fbd-4bb8-4e35-bf5d-a214284c6d2d,Transactional,Sample user input text 8710,496,869,Technology,1,2.12,1088,Tablet,Chinese,0.8773,3.0105,Slow,Yes,Daily,1,North America
2022-10-10,9,Sunday,DeepSeek,v2.0,7445,678,292,0.0608,0.9565,a52b46db-de2e-4b18-b186-f8f4b4abee77,Informational,Sample user input text 8711,263,103,Education,4,4.63,544,Mobile,Chinese,0.9051,3.8305,Fast,No,Daily,3,Asia
2023-08-31,5,Wednesday,DeepSeek,v2.0,7816,710,177,0.0711,0.9319,42636f7e-39fe-4508-b8bb-463c0732033b,Informational,Sample user input text 8712,417,388,Finance,1,4.64,415,Mobile,French,0.7615,4.8678,Slow,Yes,Daily,0,Europe
2022-08-07,12,Monday,Grok AI,v2.0,8732,597,214,0.0564,0.7111,d61bdfd4-aebc-4120-b9a0-87c1f79ac9be,Transactional,Sample user input text 8713,104,416,Finance,2,2.58,616,Desktop,Spanish,0.7544,1.0872,Medium,Yes,Daily,2,South America
2022-09-29,6,Thursday,DeepSeek,v1.0,9074,157,143,0.0714,0.5169,59fda4c5-0aae-47c7-85fd-69b8a6a4aee2,Informational,Sample user input text 8714,248,993,Health,2,2.0,649,Mobile,English,0.7029,0.5387,Slow,No,Weekly,0,Europe
2023-08-27,8,Tuesday,Grok AI,v4.0,2972,435,127,0.055,0.5007,a2402ec8-6c3a-4453-9700-7280e0b2ff93,Navigational,Sample user input text 8715,260,442,Technology,1,1.41,1332,Tablet,English,0.7974,3.1106,Slow,Yes,Monthly,1,South America
2023-06-06,9,Wednesday,DeepSeek,v2.0,3773,525,487,0.0573,0.9342,216799e0-9b30-4f60-ba7d-ec1515c3ba8d,Informational,Sample user input text 8716,287,72,Technology,4,1.51,1148,Desktop,German,0.7001,2.814,Medium,Yes,Daily,0,Europe
2021-09-15,1,Sunday,DeepSeek,v2.0,3453,592,434,0.0902,0.594,85e4ce3b-0f84-4812-8261-ddea00d80565,Informational,Sample user input text 8717,383,32,Finance,5,3.1,1643,Desktop,Chinese,0.8177,3.3405,Fast,No,Weekly,0,North America
2021-05-13,10,Sunday,ChatGPT,v1.0,9526,954,323,0.0601,0.8096,04f75fcf-4d8c-4bf4-bc74-a5d5b6453fc0,Navigational,Sample user input text 8718,150,464,Finance,2,3.03,1421,Tablet,French,0.962,4.546,Medium,No,Monthly,3,Asia
2022-01-18,9,Wednesday,DeepSeek,v3.0,7547,134,360,0.0617,0.7817,e2553c0a-ecb1-41ee-817f-e992cfbcfc61,Navigational,Sample user input text 8719,369,687,Education,3,2.49,897,Mobile,Chinese,0.803,3.8935,Medium,No,Monthly,5,North America
2020-08-29,11,Tuesday,Grok AI,v2.0,6157,868,457,0.0666,0.6849,aa405812-1399-4c5f-b716-dce41586b453,Informational,Sample user input text 8720,364,774,Technology,1,4.31,1279,Mobile,French,0.834,4.8689,Medium,No,Weekly,5,Asia
2020-04-08,8,Tuesday,ChatGPT,v1.0,6190,611,113,0.0157,0.8506,81f4ffc3-9416-40f3-8d54-f7b0c20e9ef6,Transactional,Sample user input text 8721,224,545,Education,4,3.14,810,Desktop,English,0.9929,2.0699,Slow,Yes,Daily,4,Europe
2023-06-26,1,Thursday,Grok AI,v3.0,3509,445,288,0.0632,0.7219,fc587acf-4861-44fc-ad3a-2ee8d78f11b1,Navigational,Sample user input text 8722,291,125,Health,5,4.94,1240,Desktop,English,0.8506,3.7854,Fast,Yes,Weekly,2,Europe
2020-02-18,7,Monday,Grok AI,v2.0,6041,252,495,0.064,0.5901,52963218-b6e3-4154-bcdd-21551ea92b82,Informational,Sample user input text 8723,64,489,Education,2,1.92,1573,Desktop,German,0.8776,0.1719,Fast,Yes,Monthly,3,Europe
2021-07-29,6,Thursday,Grok AI,v2.0,5334,454,201,0.0629,0.8833,f97ed83f-88ac-4d9a-8729-21a46b1ff1b4,Informational,Sample user input text 8724,248,917,Technology,2,1.06,1682,Desktop,Chinese,0.925,2.0166,Medium,No,Weekly,3,Europe
